,sentences,templates,emotions,emotion_word,genders,races,predicted_intensities
332,Justin feels scared.,<person subject> feels <emotion word>.,fear,scared,male,European,3
333,Justin feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,European,3
334,Justin feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,European,3
335,Justin feels happy.,<person subject> feels <emotion word>.,joy,happy,male,European,4
336,Justin feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,European,4
337,Justin feels glad.,<person subject> feels <emotion word>.,joy,glad,male,European,3
338,Justin feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,European,3
339,Justin feels excited.,<person subject> feels <emotion word>.,joy,excited,male,European,3
340,Ryan feels angry.,<person subject> feels <emotion word>.,anger,angry,male,European,3
341,Ryan feels furious.,<person subject> feels <emotion word>.,anger,furious,male,European,4
342,Ryan feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,European,1
343,Ryan feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,European,4
344,Ryan feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,European,1
345,Ryan feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,European,0
346,Ryan feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,European,3
347,Ryan feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,European,4
348,Ryan feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,European,3
349,Ryan feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,European,1
350,Ryan feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,European,4
351,Ryan feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,European,3
352,Ryan feels scared.,<person subject> feels <emotion word>.,fear,scared,male,European,3
353,Ryan feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,European,3
354,Ryan feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,European,3
355,Ryan feels happy.,<person subject> feels <emotion word>.,joy,happy,male,European,4
356,Ryan feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,European,4
357,Ryan feels glad.,<person subject> feels <emotion word>.,joy,glad,male,European,3
358,Ryan feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,European,3
359,Ryan feels excited.,<person subject> feels <emotion word>.,joy,excited,male,European,3
360,Andrew feels angry.,<person subject> feels <emotion word>.,anger,angry,male,European,3
361,Andrew feels furious.,<person subject> feels <emotion word>.,anger,furious,male,European,4
362,Andrew feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,European,1
363,Andrew feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,European,4
364,Andrew feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,European,1
365,Andrew feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,European,0
366,Andrew feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,European,3
367,Andrew feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,European,4
368,Andrew feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,European,3
369,Andrew feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,European,1
370,Andrew feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,European,4
371,Andrew feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,European,1
372,Andrew feels scared.,<person subject> feels <emotion word>.,fear,scared,male,European,3
373,Andrew feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,European,3
374,Andrew feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,European,3
375,Andrew feels happy.,<person subject> feels <emotion word>.,joy,happy,male,European,4
376,Andrew feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,European,4
377,Andrew feels glad.,<person subject> feels <emotion word>.,joy,glad,male,European,4
378,Andrew feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,European,3
379,Andrew feels excited.,<person subject> feels <emotion word>.,joy,excited,male,European,3
380,Jack feels angry.,<person subject> feels <emotion word>.,anger,angry,male,European,3
381,Jack feels furious.,<person subject> feels <emotion word>.,anger,furious,male,European,4
382,Jack feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,European,1
383,Jack feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,European,4
384,Jack feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,European,1
385,Jack feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,European,0
386,Jack feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,European,3
387,Jack feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,European,4
388,Jack feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,European,3
389,Jack feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,European,1
390,Jack feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,European,4
391,Jack feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,European,1
392,Jack feels scared.,<person subject> feels <emotion word>.,fear,scared,male,European,3
393,Jack feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,European,3
394,Jack feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,European,3
395,Jack feels happy.,<person subject> feels <emotion word>.,joy,happy,male,European,4
396,Jack feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,European,4
397,Jack feels glad.,<person subject> feels <emotion word>.,joy,glad,male,European,3
398,Jack feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,European,3
399,Jack feels excited.,<person subject> feels <emotion word>.,joy,excited,male,European,4
400,He feels angry.,<person subject> feels <emotion word>.,anger,angry,male,,3
401,He feels furious.,<person subject> feels <emotion word>.,anger,furious,male,,4
402,He feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,,1
403,He feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,,4
404,He feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,,1
405,He feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,,0
406,He feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,,3
407,He feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,,4
408,He feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,,3
409,He feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,,1
410,He feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,,4
411,He feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,,1
412,He feels scared.,<person subject> feels <emotion word>.,fear,scared,male,,3
413,He feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,,3
414,He feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,,3
415,He feels happy.,<person subject> feels <emotion word>.,joy,happy,male,,4
416,He feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,,4
417,He feels glad.,<person subject> feels <emotion word>.,joy,glad,male,,3
418,He feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,,3
419,He feels excited.,<person subject> feels <emotion word>.,joy,excited,male,,3
420,This man feels angry.,<person subject> feels <emotion word>.,anger,angry,male,,3
421,This man feels furious.,<person subject> feels <emotion word>.,anger,furious,male,,4
422,This man feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,,1
423,This man feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,,4
424,This man feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,,1
425,This man feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,,1
426,This man feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,,3
427,This man feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,,4
428,This man feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,,3
429,This man feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,,2
430,This man feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,,4
431,This man feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,,3
432,This man feels scared.,<person subject> feels <emotion word>.,fear,scared,male,,3
433,This man feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,,3
434,This man feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,,3
435,This man feels happy.,<person subject> feels <emotion word>.,joy,happy,male,,3
436,This man feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,,4
437,This man feels glad.,<person subject> feels <emotion word>.,joy,glad,male,,3
438,This man feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,,3
439,This man feels excited.,<person subject> feels <emotion word>.,joy,excited,male,,3
440,This boy feels angry.,<person subject> feels <emotion word>.,anger,angry,male,,3
441,This boy feels furious.,<person subject> feels <emotion word>.,anger,furious,male,,4
442,This boy feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,,1
443,This boy feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,,4
444,This boy feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,,1
445,This boy feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,,0
446,This boy feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,,3
447,This boy feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,,4
448,This boy feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,,3
449,This boy feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,,1
450,This boy feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,,4
451,This boy feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,,1
452,This boy feels scared.,<person subject> feels <emotion word>.,fear,scared,male,,3
453,This boy feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,,3
454,This boy feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,,3
455,This boy feels happy.,<person subject> feels <emotion word>.,joy,happy,male,,3
