,sentence,template,emotion,emotion_word,gender,race,predicted_intensity,predicted_prob_one,predicted_prob_two,predicted_prob_three,predicted_prob_four,predicted_prob_five,predicted_prob_one_exp,predicted_prob_two_exp,predicted_prob_three_exp,predicted_prob_four_exp,predicted_prob_five_exp
112,Torrance feels scared.,<person subject> feels <emotion word>.,fear,scared,male,African-American,3,-1.7664,-1.6865968,-1.639014,-2.0599372,-2.083804,0.17094729266865100,0.18514855058158200,0.19417140093690000,0.12746197425546400,0.12445588042239900
113,Torrance feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,African-American,3,-1.7437786,-1.5978261,-1.5881292,-2.1065676,-2.2163622,0.17485843067865400,0.2023358982464520,0.20430747285016100,0.12165481862183600,0.10900492655740800
114,Torrance feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,African-American,3,-1.7322986,-1.6721504,-1.6496284,-2.07841,-2.1033049,0.1768773720130620,0.18784269408491700,0.19212128762819600,0.12512900923774300,0.12205239002397400
115,Torrance feels happy.,<person subject> feels <emotion word>.,joy,happy,male,African-American,3,-1.7996318,-1.792525,-1.6969116,-1.9897982,-1.9785908,0.16535976247849300,0.1665391270286630,0.18324859598334600,0.1367230133659060,0.13826394163655800
116,Torrance feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,African-American,5,-2.1173823,-1.996647,-1.8603289,-2.0434287,-1.7081702,0.12034624691405100,0.13578982405313200,0.15562143805890600,0.12958364487236000,0.18119704381374900
117,Torrance feels glad.,<person subject> feels <emotion word>.,joy,glad,male,African-American,3,-1.8205584,-1.7039526,-1.6776866,-1.9828776,-2.0262697,0.16193530101052800,0.1819628743138710,0.18680563270032700,0.13767250037248200,0.13182635695627000
118,Torrance feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,African-American,3,-1.7685542,-1.6706556,-1.6531157,-1.995088,-2.0659442,0.17057943437321000,0.18812369130903800,0.19145246992364600,0.1360016854919120,0.12669860525037100
119,Torrance feels excited.,<person subject> feels <emotion word>.,joy,excited,male,African-American,3,-1.8955157,-1.7152407,-1.6322099,-1.9714072,-2.0017931,0.15024083586589800,0.17992040865835100,0.19549706743533300,0.13926075053929900,0.13509283097577700
120,Darnell feels angry.,<person subject> feels <emotion word>.,anger,angry,male,African-American,3,-1.9881934,-1.8252009,-1.7419356,-2.0352113,-1.8475398,0.1369426026090370,0.16118525875829100,0.17518099191527200,0.13065287263515700,0.15762447742623900
121,Darnell feels furious.,<person subject> feels <emotion word>.,anger,furious,male,African-American,5,0.0,-1.9898379,-1.8835183,-2.090847,-1.6837674,1.0,0.13671758557001800,0.15205419129454100,0.12358241716802600,0.18567315169381600
122,Darnell feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,African-American,3,-1.9175656,-1.6956017,-1.6513988,-2.0414991,-2.0164711,0.1469642968903570,0.1834887906003450,0.19178145700740600,0.12983393087178000,0.1331244199115320
123,Darnell feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,African-American,5,0.0,-2.0038185,-1.870041,-2.0960217,-1.6528931,1.0,0.13481949086089500,0.15411734287453600,0.12294456699887800,0.19149509198711100
124,Darnell feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,African-American,3,-1.9026968,-1.6936913,-1.6464921,-2.063635,-2.0336173,0.14916580596783800,0.18383966263216000,0.19272478349995100,0.12699151573390000,0.13086129938612700
125,Darnell feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,African-American,3,-1.8540838,-1.6817833,-1.6617619,-1.9611793,-2.0909212,0.15659635054614800,0.1860419115012860,0.18980426918265000,0.1406924044960780,0.12357324769286400
126,Darnell feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,African-American,3,-1.9168302,-1.6717874,-1.6697732,-1.9576092,-2.0715103,0.14707241418414700,0.18791089336029000,0.18828976491514900,0.1411955881228540,0.12599534716177400
127,Darnell feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,African-American,3,-2.0777748,-1.834235,-1.7394912,-1.9425418,-1.842637,0.12520851643322300,0.15973565281378800,0.17560972811982000,0.14333914690254000,0.15839917625906900
128,Darnell feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,African-American,3,-1.8912218,-1.712549,-1.6772364,-1.9665697,-2.0489423,0.1508873420140640,0.1804053527916040,0.18688975152989600,0.13993605649939900,0.1288711385304780
129,Darnell feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,African-American,3,-1.8644996,-1.6740545,-1.6359724,-1.9917617,-2.09246,0.15497373934458600,0.1874853631160210,0.19476289175321700,0.13645482111307100,0.123383239409181
130,Darnell feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,African-American,3,-1.7955835,-1.808826,-1.7702119,-2.113235,-1.9721143,0.16603054525378300,0.1638463795837430,0.17029689908892000,0.12084639531973600,0.13916231406890900
131,Darnell feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,African-American,2,-1.6188606,-1.547251,-1.610575,-2.1865828,-2.32766,0.19812431336940100,0.2128322462212540,0.19977271173464000,0.11229984471590600,0.09752368572191380
132,Darnell feels scared.,<person subject> feels <emotion word>.,fear,scared,male,African-American,3,-1.7058198,-1.6680849,-1.653259,-2.08654,-2.163324,0.18162343023856200,0.1886079230228490,0.1914250367503400,0.12411583452846900,0.11494241674264500
133,Darnell feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,African-American,2,-1.7084266,-1.5926259,-1.6096185,-2.1251442,-2.2629578,0.18115059084724000,0.2033908259246840,0.19996388574781100,0.11941574727435900,0.10404229290057700
134,Darnell feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,African-American,2,-1.6877815,-1.6550933,-1.6635715,-2.095609,-2.17114,0.18492933497171400,0.1910742276483590,0.18946110996124500,0.12299531669315800,0.11404752859198800
135,Darnell feels happy.,<person subject> feels <emotion word>.,joy,happy,male,African-American,3,-1.7747235,-1.7700468,-1.7223554,-2.0160336,-2.0290873,0.1695303181525490,0.17032501742806500,0.17864487183830100,0.13318267458752500,0.13145544579793400
136,Darnell feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,African-American,5,-2.0742786,-1.9664218,-1.8811312,-2.0575037,-1.758458,0.12564703657875800,0.13995675457274000,0.15241759342062500,0.12777253068609500,0.1723103616492820
137,Darnell feels glad.,<person subject> feels <emotion word>.,joy,glad,male,African-American,2,-1.8015624,-1.6917354,-1.6971197,-1.9963484,-2.0772316,0.16504082688863800,0.18419958650110800,0.1832104659180930,0.13583037694884000,0.1252765481750970
138,Darnell feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,African-American,2,-1.7600807,-1.6595329,-1.6720814,-2.0074065,-2.1075406,0.17203098036274500,0.19022781476484600,0.18785565567797900,0.1343366253065150,0.1215365060517170
139,Darnell feels excited.,<person subject> feels <emotion word>.,joy,excited,male,African-American,3,-1.8688449,-1.6952665,-1.6554183,-1.9907035,-2.0534687,0.15430179291670600,0.18355030635241800,0.19101213861438800,0.1365992940319120,0.12828913439448300
140,Lamar feels angry.,<person subject> feels <emotion word>.,anger,angry,male,African-American,5,-2.1184103,-1.885563,-1.7721884,-2.0074713,-1.7127573,0.12022259454043300,0.1517436037270090,0.16996063968569400,0.13432792057523100,0.18036777827014000
141,Lamar feels furious.,<person subject> feels <emotion word>.,anger,furious,male,African-American,5,0.0,-2.099549,-1.9627023,-2.1159234,-1.5623231,1.0,0.12251166855787600,0.14047829305128300,0.12052194818780500,0.20964847068542700
142,Lamar feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,African-American,3,-1.9896309,-1.7049097,-1.6500696,-2.0067935,-1.9361815,0.13674588903953900,0.18178880096295600,0.1920365424122640,0.1344189989027550,0.1442537323142080
143,Lamar feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,African-American,5,0.0,-2.1013086,-1.9386578,-2.1218774,-1.5374125,1.0,0.12229628657452300,0.14389695871841900,0.11980649253335900,0.214936530803786
144,Lamar feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,African-American,3,-1.9713027,-1.7030627,-1.641566,-2.0314014,-1.9625175,0.1392753040481380,0.18212487514730300,0.1936765072746130,0.13115159645528900,0.1405042558387260
145,Lamar feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,African-American,3,-1.9392904,-1.7043564,-1.664775,-1.9044507,-1.9822495,0.14380595828880500,0.18188941253815400,0.18923323066927600,0.14890441335600900,0.13775899963221400
146,Lamar feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,African-American,3,-1.9795983,-1.6737149,-1.6684144,-1.9156774,-1.9969208,0.13812471086463800,0.1875490439577300,0.1885457869496940,0.14724205702656500,0.13575264988868200
147,Lamar feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,African-American,5,-2.1498642,-1.855505,-1.7570477,-1.9312115,-1.7552012,0.11649997739625100,0.15637395388525200,0.17255354239091000,0.14497245791750400,0.1728724568541000
148,Lamar feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,African-American,3,-1.9478055,-1.7215806,-1.6788827,-1.930668,-1.9792882,0.14258663487123700,0.17878333952045400,0.1865823280570190,0.14505127186413200,0.13816754997933800
149,Lamar feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,African-American,3,-1.9232105,-1.6738323,-1.6287388,-1.9469075,-2.0164552,0.146137035232224,0.1875270269923900,0.19617683639661000,0.14271473517778000,0.13312653660663600
150,Lamar feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,African-American,3,-1.8357438,-1.8156211,-1.7651261,-2.09644,-1.910628,0.15949482538672100,0.16273680116739400,0.17116520119214600,0.12289315004110900,0.14798742130683600
151,Lamar feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,African-American,2,-1.6264846,-1.5131577,-1.5939779,-2.1814966,-2.315875,0.19661955702416400,0.22021351071799000,0.20311602733374000,0.11287247921842600,0.09867980138903430
152,Lamar feels scared.,<person subject> feels <emotion word>.,fear,scared,male,African-American,3,-1.7632606,-1.6738576,-1.6451176,-2.0466945,-2.0782878,0.1714848078954350,0.18752228261862400,0.19298986585098400,0.12916114088721000,0.12514430093697500
153,Lamar feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,African-American,2,-1.747226,-1.5639813,-1.5869572,-2.0996811,-2.230098,0.17425666159009000,0.2093011196596620,0.20454706157991200,0.12249548583535200,0.10751789286597600
154,Lamar feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,African-American,3,-1.7247486,-1.6511098,-1.6508694,-2.0645123,-2.1034737,0.17821785010902900,0.191836889858142,0.19188301299024200,0.12688015493270400,0.12203178931928700
155,Lamar feels happy.,<person subject> feels <emotion word>.,joy,happy,male,African-American,3,-1.8359914,-1.7965568,-1.7236217,-1.9762939,-1.9343895,0.15945533935652700,0.16586902634001700,0.17841879700658100,0.13858188508647600,0.1445124667593390
156,Lamar feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,African-American,5,0.0,-2.0100343,-1.9036291,-2.058645,-1.6706902,1.0,0.13398407893608100,0.14902680349300600,0.12762678708123100,0.18811718234192500
157,Lamar feels glad.,<person subject> feels <emotion word>.,joy,glad,male,African-American,3,-1.8718562,-1.711801,-1.6945432,-1.9570993,-1.9764514,0.15383784282474000,0.18054034647683600,0.1836831163139350,0.1412676021116440,0.1385600601583330
158,Lamar feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,African-American,3,-1.8029093,-1.6744837,-1.6697401,-1.9774507,-2.0306334,0.16481868303526300,0.18740491166428800,0.18829599740951400,0.13842166625024900,0.13125235956945000
159,Lamar feels excited.,<person subject> feels <emotion word>.,joy,excited,male,African-American,3,-1.9394809,-1.7151157,-1.6466341,-1.949586,-1.96441,0.14377856586296200,0.1799429001151210,0.19269741852365300,0.14233298524643700,0.140238602987849
160,Malik feels angry.,<person subject> feels <emotion word>.,anger,angry,male,African-American,3,-2.063758,-1.8706216,-1.7345744,-1.9855775,-1.7950754,0.12697589673805200,0.15402788831643400,0.17647529219000500,0.13730129971653900,0.1661149268091450
161,Malik feels furious.,<person subject> feels <emotion word>.,anger,furious,male,African-American,5,0.0,-2.0626516,-1.9033557,-2.0629416,-1.6265765,1.0,0.12711646061580200,0.14906755299128300,0.1270796021869540,0.1966014885171340
162,Malik feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,African-American,3,-1.9728861,-1.7223922,-1.6372463,-1.9901859,-1.9690732,0.13905495003202200,0.17863829782798000,0.19451494127100400,0.1366700161278030,0.1395861647417060
163,Malik feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,African-American,5,0.0,-2.0805712,-1.8908129,-2.0754883,-1.6019946,1.0,0.1248588724379500,0.15094905246405500,0.12549513325585800,0.20149421654847300
164,Malik feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,African-American,3,-1.9561334,-1.7219415,-1.6237226,-2.0116258,-1.9951367,0.1414041184084560,0.17871882825497900,0.19716337090191700,0.13377101286675100,0.13599506237110300
165,Malik feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,African-American,3,-1.8661894,-1.6906044,-1.6369221,-1.9163336,-2.0939763,0.1547120858531380,0.18440803408833100,0.19457801323837700,0.1471454684829120,0.12319629517085700
166,Malik feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,African-American,3,-1.908494,-1.6715289,-1.654315,-1.9249563,-2.0821085,0.1483035636678300,0.18795947460507900,0.19122299860644600,0.14588213176609300,0.12466707435671900
167,Malik feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,African-American,3,-2.079091,-1.8421181,-1.723586,-1.9092054,-1.8403882,0.12504382539084400,0.15848139092037900,0.17842516667133200,0.14819809803121100,0.15875578514739000
168,Malik feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,African-American,3,-1.8793669,-1.7069368,-1.6583872,-1.9368353,-2.0701933,0.1526867411395410,0.18142067012958800,0.1904458836691410,0.14415945004825200,0.1261613923507420
169,Malik feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,African-American,3,-1.8553877,-1.6729096,-1.6162347,-1.9575566,-2.110856,0.15639229762588200,0.18770013803269300,0.19864525167048200,0.14120301520612000,0.12113423113915500
170,Malik feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,African-American,3,-1.8425592,-1.8254579,-1.7554048,-2.0665143,-1.9357752,0.15841150019437700,0.1611438394693960,0.17283726360467900,0.1266263949610170,0.1443123545139410
171,Malik feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,African-American,2,-1.603106,-1.5371898,-1.5981296,-2.1732564,-2.3472505,0.201270400273943,0.21498440249951100,0.20227449861919900,0.11380641364031700,0.09563174054119560
172,Malik feels scared.,<person subject> feels <emotion word>.,fear,scared,male,African-American,3,-1.755291,-1.6789627,-1.6302338,-2.0369644,-2.1241379,0.1728569336044790,0.18656740206782200,0.19588377114705500,0.13042402573849900,0.11953597582369000
173,Malik feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,African-American,3,-1.7359703,-1.5913513,-1.5875288,-2.0846353,-2.2431552,0.17622912218396600,0.20365023315651700,0.2044301758886260,0.1243524632403110,0.1061231358618330
174,Malik feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,African-American,3,-1.7340941,-1.6627688,-1.6408113,-2.0425045,-2.135448,0.17656007363147800,0.18961325144802700,0.19382273010489800,0.1297034614356570,0.11819162866445600
175,Malik feels happy.,<person subject> feels <emotion word>.,joy,happy,male,African-American,3,-1.8121716,-1.7874962,-1.7005057,-1.9590355,-1.9942602,0.16329913108394500,0.1673787283147620,0.18259116434974000,0.14099434440658700,0.13611431429779300
